date,sido,sigungu,area_ha,cause_type,cause_detail
2022-05-03,전남,전남,0.01,담,담뱃불실화
2022-05-04,경기,경기,0.8,기,기타(직접입력)
2022-05-04,전남,전남,0.1,입,기타(직접입력)
2022-05-05,경기,경기,0.13,기,작업장실화
2022-05-05,경남,경남,0.1,기,기타(직접입력)
2022-05-05,충북,충북,0.05,입,기타(직접입력)
2022-05-05,경기,경기,0.15,기,기타(직접입력)
2022-05-06,부산,부산,0.01,쓰,기타(직접입력)
2022-05-07,경북,경북,0.05,입,기타(직접입력)
2022-05-07,전남,전남,0.2,담,담뱃불실화
2022-05-08,충북,충북,0.2,기,기타(직접입력)
2022-05-09,전북,전북,0.1,입,기타(직접입력)
2022-05-09,강원,강원,0.05,기,기타(직접입력)
2022-05-09,남부,경북,0.68,입,기타(직접입력)
2022-05-12,강원,강원,0.15,기,기타(직접입력)
2022-05-12,경기,경기,0.03,,주택화재비화
2022-05-12,경기,경기,0.02,담,담뱃불실화
2022-05-13,충남,충남,0.01,담,담뱃불실화
2022-05-14,서울,서울,0.02,기,기타(직접입력)
2022-05-14,서부,전남,0.1,기,기타(직접입력)
2022-05-14,전남,전남,0.3,입,기타(직접입력)
2022-05-15,경기,경기,0.06,기,기타(직접입력)
2022-05-15,경남,경남,0.05,입,기타(직접입력)
2022-05-15,강원,강원,0.18,기,기타(직접입력)
2022-05-15,경기,경기,0.05,입,기타(직접입력)
2022-05-15,경기,경기,0.04,기,기타(직접입력)
2022-05-15,경북,경북,0.05,입,기타(직접입력)
2022-05-15,전북,전북,0.5,입,기타(직접입력)
2022-05-15,경북,경북,0.1,기,기타(직접입력)
2022-05-15,중부,충북,2.1,입,기타(직접입력)
2022-05-16,전북,전북,0.2,입,기타(직접입력)
2022-05-16,충남,충남,0.05,입,기타(직접입력)
2022-05-16,충북,충북,0.14,입,기타(직접입력)
2022-05-16,전북,전북,0.03,입,기타(직접입력)
2022-05-16,전북,전북,0.2,입,기타(직접입력)
2022-05-16,북부,경기,0.06,기,기타(직접입력)
2022-05-17,경북,경북,0.8,입,기타(직접입력)
2022-05-17,남부,경남,0.01,담,담뱃불실화
2022-05-17,강원,강원,0.03,기,기타(직접입력)
2022-05-17,충남,충남,0.5,입,기타(직접입력)
2022-05-17,경기,경기,0.08,기,기타(직접입력)
2022-05-17,경기,경기,4.0,입,기타(직접입력)
2022-05-18,전남,전남,2.5,,주택화재비화
2022-05-18,강원,강원,0.2,기,기타(직접입력)
2022-05-18,충남,충남,0.9,기,기타(직접입력)
2022-05-18,충남,충남,0.6,입,기타(직접입력)
2022-05-18,강원,강원,0.15,기,기타(직접입력)
2022-05-18,강원,강원,2.25,기,기타(직접입력)
2022-05-19,울산,울산,0.01,,기타(직접입력)
2022-05-19,경남,경남,3.0,기,기타(직접입력)
2022-05-20,경남,경남,0.01,담,담뱃불실화
2022-05-20,경북,경북,0.1,입,기타(직접입력)
2022-05-20,강원,강원,1.2,기,기타(직접입력)
2022-05-21,전북,전북,0.2,입,기타(직접입력)
2022-05-21,경북,경북,0.03,기,기타(직접입력)
2022-05-21,경기,경기,2.0,입,기타(직접입력)
2022-05-21,경남,경남,0.01,기,낙뢰
2022-05-21,경남,경남,0.09,기,기타(직접입력)
2022-05-21,경북,경북,0.16,,농산폐기물소각
2022-05-21,강원,강원,0.01,기,기타(직접입력)
2022-05-21,충남,충남,0.01,입,기타(직접입력)
2022-05-21,전북,전북,0.3,입,기타(직접입력)
2022-05-21,경북,경북,0.05,,농산폐기물소각
2022-05-22,부산,부산,0.02,기,기타(직접입력)
2022-05-22,서울,서울,0.01,기,기타(직접입력)
2022-05-22,남부,경남,1.0,입,기타(직접입력)
2022-05-22,대구,대구,0.39,입,기타(직접입력)
2022-05-22,충북,충북,0.01,입,기타(직접입력)
2022-05-22,전북,전북,0.1,기,기타(직접입력)
2022-05-23,경기,경기,0.02,기,작업장실화
2022-05-23,경기,경기,0.13,기,기타(직접입력)
2022-05-23,경남,경남,0.01,기,방화
2022-05-24,경북,경북,0.06,입,기타(직접입력)
2022-05-24,전남,전남,1.5,입,기타(직접입력)
2022-05-24,강원,강원,0.1,쓰,쓰레기소각
2022-05-25,울산,울산,0.01,입,기타(직접입력)
2022-05-25,강원,강원,0.21,기,기타(직접입력)
2022-05-26,경기,경기,1.05,기,기타(직접입력)
2022-05-26,경남,경남,3.95,입,기타(직접입력)
2022-05-26,경북,경북,0.2,입,기타(직접입력)
2022-05-26,강원,강원,0.02,,주택화재비화
2022-05-26,경남,경남,0.3,기,기타(직접입력)
2022-05-26,경기,경기,0.01,기,기타(직접입력)
2022-05-26,경남,경남,1.1,,논밭두렁소각
2022-05-27,부산,부산,0.01,입,기타(직접입력)
2022-05-27,경남,경남,0.1,,주택화재비화
2022-05-27,전북,전북,0.01,기,기타(직접입력)
2022-05-27,부산,부산,0.01,기,기타(직접입력)
2022-05-27,경남,경남,0.06,담,담뱃불실화
2022-05-27,경남,경남,0.1,,주택화재비화
2022-05-27,경북,경북,0.03,,주택화재비화
2022-05-28,경북,경북,228.76,기,작업장실화
2022-05-28,경남,경남,0.15,담,담뱃불실화
2022-05-29,경남,경남,0.2,기,기타(직접입력)
2022-05-29,경남,경남,0.01,입,기타(직접입력)
2022-05-29,전북,전북,0.2,기,기타(직접입력)
2022-05-29,경남,경남,0.1,입,기타(직접입력)
2022-05-29,전남,전남,0.5,입,기타(직접입력)
2022-05-29,부산,부산,0.7,입,기타(직접입력)
2022-05-31,경남,경남,660.82,기,기타(직접입력)
2022-05-31,경기,경기,0.01,기,기타(직접입력)
2022-05-31,대구,대구,5.3,,농산폐기물소각
2022-05-31,경기,경기,0.03,입,기타(직접입력)
2022-05-31,경북,경북,0.1,기,기타(직접입력)
2022-05-31,전북,전북,0.1,기,작업장실화
2022-06-01,경기,경기,1.0,기,작업장실화
2022-06-01,경북,경북,0.5,쓰,쓰레기소각
2022-06-01,충북,충북,2.4,입,기타(직접입력)
2022-06-01,경북,경북,0.06,입,기타(직접입력)
2022-06-01,북부,서울,0.01,입,기타(직접입력)
2022-06-02,북부,경기,0.01,입,기타(직접입력)
2022-06-02,전북,전북,0.3,담,담뱃불실화
2022-06-02,전남,전남,1.0,기,작업장실화
2022-06-02,북부,경기,0.04,담,담뱃불실화
2022-06-02,동부,강원,0.32,기,기타(직접입력)
2022-06-03,대전,대전,0.01,기,기타(직접입력)
2022-06-03,북부,서울,0.01,입,기타(직접입력)
2022-06-03,충북,충북,0.32,,주택화재비화
2022-06-03,울산,울산,0.2,입,기타(직접입력)
2022-06-04,강원,강원,0.06,기,기타(직접입력)
2022-06-04,경기,경기,0.01,담,담뱃불실화
2022-06-05,경기,경기,0.1,입,기타(직접입력)
2022-06-05,경기,경기,0.01,입,기타(직접입력)
2022-06-13,충남,충남,0.01,입,기타(직접입력)
2022-06-14,경기,경기,0.01,기,기타(직접입력)
2022-06-20,강원,강원,0.01,기,작업장실화
2022-06-21,전북,전북,0.02,기,성묘객실화
2022-06-21,충남,충남,0.01,기,기타(직접입력)
2022-06-21,경북,경북,0.2,담,담뱃불실화
2022-06-21,대구,대구,0.33,담,담뱃불실화
2022-06-21,충남,충남,0.01,기,작업장실화
2022-07-02,경북,경북,0.3,입,기타(직접입력)
2022-07-05,경북,경북,0.05,기,기타(직접입력)
2022-07-28,충남,충남,0.1,입,기타(직접입력)
2022-09-15,중부,충북,0.2,입,기타(직접입력)
2022-09-21,충남,충남,0.03,기,기타(직접입력)
2022-09-21,전북,전북,0.35,입,기타(직접입력)
2022-09-22,전남,전남,0.1,쓰,쓰레기소각
2022-09-22,강원,강원,0.12,기,기타(직접입력)
2022-09-22,전북,전북,0.2,기,기타(직접입력)
2022-09-23,전남,전남,0.3,입,기타(직접입력)
2022-09-24,강원,강원,0.01,기,기타(직접입력)
2022-09-27,경북,경북,0.09,기,기타(직접입력)
2022-09-27,전남,전남,0.01,입,기타(직접입력)
2022-09-27,경남,경남,0.01,입,기타(직접입력)
2022-10-01,강원,강원,0.01,기,기타(직접입력)
2022-10-02,강원,강원,0.04,기,기타(직접입력)
2022-10-16,경남,경남,0.1,입,기타(직접입력)
2022-10-17,전남,전남,0.1,담,담뱃불실화
2022-10-18,대구,대구,0.01,입,기타(직접입력)
2022-10-19,대구,대구,0.01,입,기타(직접입력)
2022-10-19,울산,울산,0.01,입,기타(직접입력)
2022-10-19,대구,대구,0.01,입,기타(직접입력)
2022-10-19,광주,광주,0.1,기,기타(직접입력)
2022-10-20,남부,경남,0.05,기,기타(직접입력)
2022-10-20,전남,전남,0.3,입,기타(직접입력)
2022-10-20,경북,경북,0.3,기,작업장실화
2022-10-21,경남,경남,0.1,입,기타(직접입력)
2022-10-22,동부,강원,0.1,담,담뱃불실화
2022-10-25,경남,경남,0.03,기,기타(직접입력)
2022-10-25,경남,경남,0.05,입,기타(직접입력)
2022-10-26,경남,경남,0.01,,농산폐기물소각
2022-10-27,경남,경남,0.26,기,기타(직접입력)
2022-10-28,경북,경북,0.02,기,기타(직접입력)
2022-10-28,전남,전남,0.1,기,기타(직접입력)
2022-10-29,북부,경기,0.3,입,기타(직접입력)
2022-10-30,세종,세종,0.01,입,기타(직접입력)
2022-10-30,전남,전남,0.04,쓰,쓰레기소각
2022-10-30,광주,광주,0.04,기,기타(직접입력)
2022-11-01,전남,전남,0.05,담,담뱃불실화
2022-11-01,북부,경기,0.03,입,기타(직접입력)
2022-11-02,수목원,경기,3.0,입,기타(직접입력)
2022-11-02,경북,경북,0.4,입,기타(직접입력)
2022-11-02,광주,광주,0.02,기,기타(직접입력)
2022-11-02,전남,전남,0.02,쓰,쓰레기소각
2022-11-02,경남,경남,0.01,기,방화
2022-11-03,대전,대전,0.01,기,기타(직접입력)
2022-11-03,부산,부산,0.03,,농산폐기물소각
2022-11-03,경남,경남,0.01,,농산폐기물소각
2022-11-04,경북,경북,0.5,기,기타(직접입력)
2022-11-04,경북,경북,0.02,입,기타(직접입력)
2022-11-05,경북,경북,0.8,입,기타(직접입력)
2022-11-05,북부,서울,0.3,입,기타(직접입력)
2022-11-06,경남,경남,0.5,입,기타(직접입력)
2022-11-06,울산,울산,0.01,입,기타(직접입력)
2022-11-06,전남,전남,0.05,입,기타(직접입력)
2022-11-07,경남,경남,0.1,,농산폐기물소각
2022-11-07,경남,경남,0.01,,주택화재비화
2022-11-08,전북,전북,0.02,입,기타(직접입력)
2022-11-08,경기,경기,0.2,기,기타(직접입력)
2022-11-10,경북,경북,0.03,기,작업장실화
2022-11-10,경남,경남,0.11,입,기타(직접입력)
2022-11-10,충남,충남,0.06,기,기타(직접입력)
2022-11-10,경북,경북,0.5,기,기타(직접입력)
2022-11-11,충남,충남,0.01,기,기타(직접입력)
2022-11-12,경남,경남,0.34,쓰,쓰레기소각
2022-11-12,경북,경북,0.02,쓰,쓰레기소각
2022-11-15,울산,울산,0.5,입,기타(직접입력)
2022-11-19,경기,경기,0.06,기,기타(직접입력)
2022-11-19,충남,충남,0.01,입,기타(직접입력)
2022-11-20,경기,경기,0.1,담,담뱃불실화
2022-11-20,북부,경기,0.5,기,기타(직접입력)
2022-11-23,경기,경기,0.5,기,기타(직접입력)
2022-11-23,충남,충남,0.16,,주택화재비화
2022-11-25,전북,전북,5.0,기,기타(직접입력)
2022-11-25,강원,강원,1.0,기,기타(직접입력)
2022-11-26,북부,경기,0.01,입,기타(직접입력)
2022-11-27,울산,울산,0.1,입,기타(직접입력)
2022-11-27,전남,전남,0.05,기,기타(직접입력)
2022-11-27,세종,세종,0.03,담,담뱃불실화
2022-11-27,동부,강원,0.04,쓰,쓰레기소각
2022-11-27,강원,강원,0.01,기,기타(직접입력)
2022-11-27,부산,부산,0.06,담,담뱃불실화
2022-11-27,울산,울산,0.01,입,기타(직접입력)
2022-11-28,부산,부산,0.3,기,기타(직접입력)
2022-11-30,경기,경기,0.06,기,기타(직접입력)
2022-12-01,경기,경기,0.06,기,기타(직접입력)
2022-12-02,경남,경남,0.01,,기타(직접입력)
2022-12-02,대구,대구,0.1,쓰,쓰레기소각
2022-12-04,경기,경기,0.13,,기타(직접입력)
2022-12-04,강원,강원,0.9,기,기타(직접입력)
2022-12-05,강원,강원,0.02,기,기타(직접입력)
2022-12-05,경남,경남,0.1,입,기타(직접입력)
2022-12-06,전남,전남,0.1,입,기타(직접입력)
2022-12-06,경남,경남,0.01,기,방화
2022-12-07,전남,전남,0.05,입,기타(직접입력)
2022-12-07,경남,경남,0.01,,기타(직접입력)
2022-12-08,충북,충북,0.05,입,기타(직접입력)
2022-12-08,경남,경남,0.2,입,기타(직접입력)
2022-12-08,울산,울산,0.02,입,기타(직접입력)
2022-12-10,울산,울산,0.02,기,기타(직접입력)
2022-12-13,대구,대구,0.01,입,기타(직접입력)
2022-12-14,강원,강원,5.2,기,기타(직접입력)
2022-12-15,전남,전남,0.05,입,기타(직접입력)
2022-12-15,과학원,경남,0.01,입,기타(직접입력)
2022-12-16,경북,경북,0.06,기,기타(직접입력)
2022-12-17,강원,강원,0.3,,주택화재비화
2022-12-19,전남,전남,0.03,입,기타(직접입력)
2022-12-19,경남,경남,0.03,입,기타(직접입력)
2022-12-20,경북,경북,0.16,입,기타(직접입력)
2022-12-24,경남,경남,0.1,입,기타(직접입력)
2022-12-25,강원,강원,0.03,,기타(직접입력)
2022-12-26,경남,경남,0.06,,기타(직접입력)
2022-12-26,경남,경남,0.05,,주택화재비화
2022-12-26,울산,울산,0.02,기,기타(직접입력)
2022-12-27,경남,경남,0.06,,주택화재비화
2022-12-28,울산,울산,0.2,,농산폐기물소각
2022-12-29,부산,부산,2.0,입,기타(직접입력)
2022-12-29,경북,경북,0.1,기,기타(직접입력)
2022-12-30,경북,경북,1.3,,기타(직접입력)
2022-12-30,울산,울산,0.2,담,기타(직접입력)
2022-12-30,경북,경북,0.01,입,기타(직접입력)
2022-12-31,전남,전남,0.02,담,기타(직접입력)
2023-01-01,경북,경북,0.09,입,기타(직접입력)
2023-01-02,경북,경북,0.05,입,기타(직접입력)
2023-01-02,인천,인천,0.33,기,기타(직접입력)
2023-01-03,부산,부산,0.05,입,기타(직접입력)
2023-01-03,남부,경북,0.77,기,기타(직접입력)
2023-01-04,부산,부산,0.02,,기타(직접입력)
2023-01-05,경북,경북,0.03,담,기타(직접입력)
2023-01-06,전북,전북,0.03,입,기타(직접입력)
2023-01-06,전남,전남,0.05,입,기타(직접입력)
2023-01-08,부산,부산,0.4,입,기타(직접입력)
2023-01-09,강원,강원,0.06,쓰,기타(직접입력)
2023-01-09,광주,광주,0.06,기,기타(직접입력)
2023-01-09,경남,경남,0.1,기,기타(직접입력)
2023-01-10,경남,경남,0.05,기,기타(직접입력)
2023-01-11,강원,강원,0.1,기,기타(직접입력)
2023-01-12,경북,경북,32.53,기,작업장실화
2023-01-12,남부,경북,1.21,입,기타(직접입력)
2023-01-12,전남,전남,0.7,,농산폐기물소각
2023-01-12,경기,경기,0.01,입,기타(직접입력)
2023-01-13,경남,경남,0.04,기,기타(직접입력)
2023-01-21,경남,경남,0.03,,논밭두렁소각
2023-01-21,전북,전북,0.3,기,기타(직접입력)
2023-01-21,전남,전남,0.8,기,기타(직접입력)
2023-01-21,강원,강원,0.01,기,기타(직접입력)
2023-01-22,경남,경남,0.01,기,기타(직접입력)
2023-01-22,울산,울산,0.01,기,성묘객실화
2023-01-23,경남,경남,0.06,,주택화재비화
2023-01-24,경남,경남,0.01,입,기타(직접입력)
2023-01-24,부산,부산,0.07,기,기타(직접입력)
2023-01-25,경기,경기,0.12,쓰,기타(직접입력)
2023-01-26,부산,부산,0.01,기,방화
2023-01-27,경북,경북,0.5,기,기타(직접입력)
2023-01-28,경북,경북,0.1,기,기타(직접입력)
2023-01-28,부산,부산,0.03,쓰,기타(직접입력)
2023-01-29,전남,전남,0.6,,기타(직접입력)
2023-01-29,경남,경남,0.1,쓰,쓰레기소각
2023-01-30,울산,울산,0.02,기,기타(직접입력)
2023-01-31,강원,강원,0.02,기,기타(직접입력)
2023-02-01,경남,경남,4.38,쓰,기타(직접입력)
2023-02-01,세종,세종,0.05,기,기타(직접입력)
2023-02-01,중부,대전,0.17,입,기타(직접입력)
2023-02-01,부산,부산,0.03,기,기타(직접입력)
2023-02-01,울산,울산,0.2,입,기타(직접입력)
2023-02-01,경북,경북,1.3,기,방화
2023-02-03,북부,경기,0.48,기,기타(직접입력)
2023-02-03,경기,경기,0.95,입,기타(직접입력)
2023-02-04,부산,부산,0.5,담,기타(직접입력)
2023-02-04,전남,전남,0.1,기,기타(직접입력)
2023-02-04,경북,경북,0.1,입,기타(직접입력)
2023-02-05,경남,경남,0.03,기,기타(직접입력)
2023-02-05,경남,경남,0.03,기,방화
2023-02-05,경남,경남,0.07,쓰,쓰레기소각
2023-02-05,경남,경남,0.06,기,기타(직접입력)
2023-02-05,전북,전북,0.2,,주택화재비화
2023-02-05,경기,경기,0.03,입,기타(직접입력)
2023-02-05,전남,전남,0.2,쓰,기타(직접입력)
2023-02-06,전남,전남,0.1,,농산폐기물소각
2023-02-06,전북,전북,0.1,기,기타(직접입력)
2023-02-06,전북,전북,0.3,쓰,기타(직접입력)
2023-02-06,경북,경북,0.19,쓰,기타(직접입력)
2023-02-06,경남,경남,0.51,기,기타(직접입력)
2023-02-07,경기,경기,0.01,기,기타(직접입력)
2023-02-07,경기,경기,0.01,입,기타(직접입력)
2023-02-07,경남,경남,0.76,,기타(직접입력)
2023-02-07,경북,경북,0.16,입,기타(직접입력)
2023-02-08,대전,대전,0.33,기,기타(직접입력)
2023-02-08,전남,전남,0.02,입,기타(직접입력)
2023-02-08,경남,경남,1.82,입,기타(직접입력)
2023-02-08,전남,전남,0.3,쓰,기타(직접입력)
2023-02-09,전북,전북,0.4,입,기타(직접입력)
2023-02-09,충남,충남,0.01,담,기타(직접입력)
2023-02-10,경기,경기,0.01,쓰,기타(직접입력)
2023-02-12,경기,경기,0.06,,주택화재비화
2023-02-14,경기,경기,0.03,,기타(직접입력)
2023-02-15,경남,경남,0.03,입,기타(직접입력)
2023-02-15,경기,경기,0.1,담,기타(직접입력)
2023-02-15,세종,세종,0.04,기,기타(직접입력)
2023-02-17,전남,전남,0.1,,기타(직접입력)
2023-02-17,세종,세종,0.49,,농산폐기물소각
2023-02-17,북부,경기,0.55,기,기타(직접입력)
2023-02-19,경기,경기,0.12,기,기타(직접입력)
2023-02-19,경북,경북,1.03,쓰,기타(직접입력)
2023-02-20,북부,서울,0.01,담,담뱃불실화
2023-02-20,경북,경북,0.1,담,기타(직접입력)
2023-02-20,경기,경기,0.3,쓰,기타(직접입력)
2023-02-21,경기,경기,0.07,쓰,기타(직접입력)
2023-02-21,경북,경북,0.51,기,작업장실화
2023-02-22,충북,충북,2.1,,기타(직접입력)
2023-02-22,강원,강원,0.19,기,기타(직접입력)
2023-02-22,경기,경기,0.27,기,기타(직접입력)
2023-02-23,강원,강원,0.56,,주택화재비화
2023-02-23,울산,울산,0.03,기,기타(직접입력)
2023-02-23,경북,경북,1.25,입,기타(직접입력)
2023-02-23,경남,경남,0.5,,논밭두렁소각
2023-02-23,충남,충남,1.0,입,기타(직접입력)
2023-02-24,대전,대전,0.01,입,기타(직접입력)
2023-02-24,전남,전남,0.45,입,기타(직접입력)
2023-02-24,부산,부산,3.0,담,기타(직접입력)
2023-02-24,경북,경북,0.08,기,기타(직접입력)
2023-02-25,경남,경남,0.09,입,기타(직접입력)
2023-02-25,인천,인천,0.02,쓰,기타(직접입력)
2023-02-25,충남,충남,0.86,입,기타(직접입력)
2023-02-25,충남,충남,1.0,기,작업장실화
2023-02-25,경남,경남,0.14,,논밭두렁소각
2023-02-25,경북,경북,0.4,쓰,기타(직접입력)
2023-02-25,충남,충남,0.5,쓰,기타(직접입력)
2023-02-25,전남,전남,0.1,담,기타(직접입력)
2023-02-25,경기,경기,0.09,기,작업장실화
2023-02-25,경남,경남,0.17,쓰,기타(직접입력)
2023-02-25,경기,경기,0.6,,기타(직접입력)
2023-02-25,경북,경북,0.1,기,기타(직접입력)
2023-02-26,경기,경기,0.04,담,기타(직접입력)
2023-02-26,인천,인천,0.6,,기타(직접입력)
2023-02-26,전북,전북,0.1,,농산폐기물소각
2023-02-26,전북,전북,0.5,,기타(직접입력)
2023-02-26,경북,경북,2.0,담,기타(직접입력)
2023-02-26,경기,경기,0.62,쓰,기타(직접입력)
2023-02-26,광주,광주,0.02,입,기타(직접입력)
2023-02-26,경기,경기,0.33,기,기타(직접입력)
2023-02-26,충북,충북,0.38,입,기타(직접입력)
2023-02-26,전남,전남,0.5,쓰,기타(직접입력)
2023-02-26,전북,전북,0.2,기,기타(직접입력)
2023-02-26,강원,강원,0.45,,주택화재비화
2023-02-26,전남,전남,0.01,기,기타(직접입력)
2023-02-26,세종,세종,0.07,기,기타(직접입력)
2023-02-26,전남,전남,0.03,,기타(직접입력)
2023-02-26,전북,전북,0.02,입,기타(직접입력)
2023-02-27,경남,경남,2.81,,농산폐기물소각
2023-02-27,경북,경북,0.6,담,기타(직접입력)
2023-02-27,충남,충남,0.01,기,기타(직접입력)
2023-02-27,충남,충남,11.9,,농산폐기물소각
2023-02-27,경북,경북,0.71,기,기타(직접입력)
2023-02-27,경남,경남,0.3,,농산폐기물소각
2023-02-27,강원,강원,0.3,기,작업장실화
2023-02-27,충남,충남,0.01,쓰,기타(직접입력)
2023-02-27,경북,경북,0.1,기,작업장실화
2023-02-27,전북,전북,0.3,,주택화재비화
2023-02-28,경북,경북,9.1,쓰,쓰레기소각
2023-02-28,강원,강원,0.28,,주택화재비화
2023-02-28,충남,충남,0.3,쓰,쓰레기소각
2023-02-28,경북,경북,0.3,,농산폐기물소각
2023-02-28,전남,전남,0.1,,농산폐기물소각
2023-02-28,동부,강원,0.27,기,기타(직접입력)
2023-02-28,경북,경북,6.65,,농산폐기물소각
2023-02-28,전북,전북,0.8,,농산폐기물소각
2023-02-28,전북,전북,1.0,,논밭두렁소각
2023-02-28,전북,전북,1.0,입,기타(직접입력)
2023-02-28,경북,경북,55.0,기,작업장실화
2023-02-28,경북,경북,37.0,기,기타(직접입력)
2023-03-01,경북,경북,0.37,기,기타(직접입력)
2023-03-01,전남,전남,0.3,쓰,쓰레기소각
2023-03-01,경기,경기,0.16,담,담뱃불실화
2023-03-02,경북,경북,9.77,입,기타(직접입력)
2023-03-02,경남,경남,0.1,입,기타(직접입력)
2023-03-02,충남,충남,0.1,쓰,기타(직접입력)
2023-03-02,전북,전북,0.2,입,기타(직접입력)
2023-03-02,전남,전남,1.0,입,기타(직접입력)
2023-03-02,경기,경기,0.66,,농산폐기물소각
2023-03-02,경기,경기,0.43,쓰,쓰레기소각
2023-03-02,전남,전남,0.5,기,작업장실화
2023-03-02,전남,전남,0.02,기,기타(직접입력)
2023-03-02,광주,광주,0.3,쓰,쓰레기소각
2023-03-02,전북,전북,0.02,입,기타(직접입력)
2023-03-02,남부,경북,0.1,기,방화
2023-03-02,경기,경기,1.6,기,기타(직접입력)
2023-03-03,경기,경기,0.01,기,기타(직접입력)
2023-03-03,세종,세종,0.39,기,기타(직접입력)
2023-03-03,경기,경기,0.02,쓰,쓰레기소각
2023-03-03,전남,전남,47.0,,기타(직접입력)
2023-03-03,남부,경북,16.1,기,기타(직접입력)
2023-03-03,경남,경남,0.13,입,기타(직접입력)
2023-03-03,광주,광주,0.08,입,기타(직접입력)
2023-03-03,충남,충남,0.1,,기타(직접입력)
2023-03-03,충남,충남,0.03,쓰,쓰레기소각
2023-03-03,충남,충남,0.09,쓰,기타(직접입력)
2023-03-03,강원,강원,0.06,,주택화재비화
2023-03-03,충남,충남,0.1,입,기타(직접입력)
2023-03-03,충남,충남,2.0,쓰,기타(직접입력)
2023-03-04,전북,전북,0.1,입,기타(직접입력)
2023-03-04,광주,광주,0.01,입,기타(직접입력)
2023-03-04,대구,대구,0.94,입,기타(직접입력)
2023-03-04,전남,전남,0.5,쓰,쓰레기소각
2023-03-04,충남,충남,0.3,기,기타(직접입력)
2023-03-04,대전,대전,0.01,기,기타(직접입력)
2023-03-04,중부,충북,0.3,쓰,쓰레기소각
2023-03-05,충남,충남,0.5,담,기타(직접입력)
2023-03-05,전남,전남,0.3,쓰,쓰레기소각
2023-03-05,전남,전남,0.05,입,기타(직접입력)
2023-03-05,충남,충남,0.9,쓰,기타(직접입력)
2023-03-05,인천,인천,0.01,기,기타(직접입력)
2023-03-05,전북,전북,0.3,담,기타(직접입력)
2023-03-05,경북,경북,3.0,기,기타(직접입력)
2023-03-05,광주,광주,0.05,입,기타(직접입력)
2023-03-05,대전,대전,0.15,기,기타(직접입력)
2023-03-05,경남,경남,0.09,입,기타(직접입력)
2023-03-06,경북,경북,0.5,,농산폐기물소각
2023-03-06,경북,경북,0.38,입,기타(직접입력)
2023-03-06,강원,강원,0.01,기,기타(직접입력)
2023-03-06,충북,충북,0.28,기,기타(직접입력)
2023-03-06,경남,경남,0.4,기,작업장실화
2023-03-06,경기,경기,0.5,기,기타(직접입력)
2023-03-06,충북,충북,0.02,쓰,기타(직접입력)
2023-03-06,경북,경북,0.16,,기타(직접입력)
2023-03-06,전남,전남,1.9,입,기타(직접입력)
2023-03-06,강원,강원,0.17,쓰,쓰레기소각
2023-03-06,전남,전남,0.2,담,담뱃불실화
2023-03-06,전북,전북,0.4,기,기타(직접입력)
2023-03-06,전남,전남,0.26,,농산폐기물소각
2023-03-06,경북,경북,2.92,,농산폐기물소각
2023-03-06,경남,경남,0.01,입,기타(직접입력)
2023-03-06,경기,경기,0.9,쓰,쓰레기소각
2023-03-07,경기,경기,0.01,담,담뱃불실화
2023-03-07,대구,대구,0.03,담,기타(직접입력)
2023-03-07,충남,충남,0.06,,기타(직접입력)
2023-03-07,대구,대구,0.5,쓰,기타(직접입력)
2023-03-07,경남,경남,3.73,쓰,기타(직접입력)
2023-03-07,경북,경북,0.03,입,기타(직접입력)
2023-03-07,충남,충남,7.0,,농산폐기물소각
2023-03-07,부산,부산,0.03,입,기타(직접입력)
2023-03-08,대구,대구,0.03,입,기타(직접입력)
2023-03-08,경남,경남,179.1,입,기타(직접입력)
2023-03-08,경기,경기,0.15,,농산폐기물소각
2023-03-08,충남,충남,30.0,,농산폐기물소각
2023-03-08,전남,전남,2.0,쓰,쓰레기소각
2023-03-08,대구,대구,0.55,쓰,기타(직접입력)
2023-03-09,경기,경기,0.06,입,기타(직접입력)
2023-03-09,충남,충남,0.1,기,기타(직접입력)
2023-03-09,전남,전남,0.1,,기타(직접입력)
2023-03-09,충남,충남,0.15,입,기타(직접입력)
2023-03-09,충북,충북,2.0,쓰,쓰레기소각
2023-03-10,경북,경북,3.43,담,담뱃불실화
2023-03-10,충북,충북,1.73,,농산폐기물소각
2023-03-10,전북,전북,1.0,입,기타(직접입력)
2023-03-10,경기,경기,0.27,,논밭두렁소각
2023-03-10,경남,경남,0.01,입,기타(직접입력)
2023-03-11,서울,서울,0.02,기,방화
2023-03-11,경남,경남,2.96,,기타(직접입력)
2023-03-11,충남,충남,1.3,입,기타(직접입력)
2023-03-11,광주,광주,3.9,쓰,쓰레기소각
2023-03-11,충남,충남,0.23,쓰,기타(직접입력)
2023-03-11,경기,경기,0.02,기,기타(직접입력)
2023-03-11,충남,충남,0.4,쓰,기타(직접입력)
2023-03-11,대구,대구,0.35,입,기타(직접입력)
2023-03-11,경기,경기,0.53,,논밭두렁소각
2023-03-11,충남,충남,0.3,,논밭두렁소각
2023-03-11,강원,강원,0.13,기,기타(직접입력)
2023-03-11,충북,충북,0.66,기,기타(직접입력)
2023-03-11,충남,충남,1.3,,기타(직접입력)
2023-03-11,전북,전북,0.3,,농산폐기물소각
2023-03-11,경남,경남,128.5,입,기타(직접입력)
2023-03-12,경남,경남,0.75,,기타(직접입력)
2023-03-12,경기,경기,0.01,담,기타(직접입력)
