date,sido,total_area_ha,fire_count
2023-03-31,북부,0.6,1
2023-03-31,세종,0.03,1
2023-03-31,전남,0.5,1
2023-03-31,전북,0.1,1
2023-04-01,강원,0.21,1
2023-04-01,경기,0.4,3
2023-04-01,경남,0.3,1
2023-04-01,전남,0.3,1
2023-04-01,전북,0.03,1
2023-04-01,충남,0.1,1
2023-04-02,강원,2.81,2
2023-04-02,경기,8.84,7
2023-04-02,경남,0.02,1
2023-04-02,경북,24.08,3
2023-04-02,대전,0.5,1
2023-04-02,북부,1.0,1
2023-04-02,서울,6.0,1
2023-04-02,전남,2.1,2
2023-04-02,전북,5.85,4
2023-04-02,중부,1.49,1
2023-04-02,충남,2457.65,9
2023-04-02,충북,86.17,2
2023-04-03,강원,0.8,1
2023-04-03,경기,30.06,4
2023-04-03,경북,244.5,1
2023-04-03,전남,870.07,2
2023-04-03,충남,4.28,3
2023-04-04,경기,0.12,2
2023-04-04,전남,0.6,2
2023-04-04,충남,1.22,2
2023-04-09,경기,0.01,1
2023-04-09,동부,1.1,1
2023-04-09,울산,0.01,1
2023-04-10,경기,0.13,1
2023-04-11,강원,120.69,1
2023-04-11,경북,0.04,1
2023-04-12,경기,0.01,1
2023-04-12,남부,0.3,1
2023-04-12,인천,0.16,1
2023-04-12,전남,0.2,2
2023-04-12,충남,0.01,1
2023-04-13,경남,0.05,1
2023-04-13,경북,1.72,1
2023-04-13,북부,0.11,1
2023-04-13,울산,0.2,1
2023-04-13,중부,0.12,1
2023-04-13,충남,0.3,1
2023-04-13,충북,0.01,1
2023-04-14,경남,0.02,1
2023-04-16,강원,0.01,1
2023-04-16,경기,0.03,1
2023-04-16,대구,0.01,1
2023-04-17,경북,2.57,1
2023-04-19,전북,0.03,1
2023-04-20,경북,0.37,1
2023-04-22,경기,0.1,1
2023-04-22,경남,0.32,1
2023-04-22,전남,0.01,1
2023-04-22,충남,0.34,2
2023-04-23,강원,0.17,1
2023-04-23,경남,0.05,1
2023-04-23,경북,0.13,1
2023-04-24,경기,0.01,1
2023-04-24,경남,0.05,1
2023-04-24,남부,0.04,1
2023-04-24,전북,0.01,1
2023-04-24,충북,0.08,1
2023-04-26,세종,0.27,1
2023-04-27,경기,0.01,1
2023-04-27,전북,1.0,1
2023-04-27,충남,0.07,1
2023-04-28,경기,0.03,1
2023-04-28,전북,0.3,1
2023-04-28,중부,1.25,1
2023-05-02,충남,0.22,1
2023-05-03,강원,1.7,2
2023-05-03,경기,0.1,1
2023-05-03,북부,1.78,1
2023-05-03,충남,3.0,1
2023-05-04,강원,1.1,1
2023-05-04,부산,0.01,1
2023-05-04,충북,0.08,1
2023-05-10,강원,0.16,1
2023-05-10,경기,0.01,1
2023-05-12,경남,0.01,1
2023-05-12,부산,0.01,1
2023-05-16,경북,0.1,1
2023-05-16,세종,0.17,1
2023-05-16,충남,0.03,1
2023-05-17,강원,0.3,1
2023-05-17,경기,0.13,1
2023-05-17,세종,0.02,1
2023-05-17,충남,0.35,1
2023-05-22,경기,0.01,1
2023-05-23,경기,0.12000000000000001,2
2023-05-23,경북,0.06,1
2023-05-23,북부,0.6,1
2023-05-24,경북,0.02,1
2023-05-25,경기,0.03,1
2023-05-25,전북,0.05,1
2023-05-26,강원,0.09,1
2023-05-26,동부,0.6,1
2023-05-27,강원,0.02,1
2023-05-27,경기,0.4,1
2023-06-03,경기,0.01,1
2023-06-12,충남,0.02,1
2023-06-13,충남,0.06,1
2023-06-14,경남,0.03,1
2023-06-15,전북,0.05,1
2023-06-18,강원,0.09,1
2023-06-18,경남,0.05,1
2023-06-19,강원,0.13,1
2023-06-19,전북,0.05,1
2023-06-19,충북,0.1,1
2023-06-20,북부,0.02,1
2023-08-20,전남,0.1,1
2023-09-08,강원,0.03,1
2023-09-10,부산,0.01,1
2023-10-05,인천,0.49,1
2023-10-11,중부,0.11,1
2023-10-18,경북,0.06,1
2023-10-18,대구,0.01,1
2023-10-18,전남,0.01,1
2023-10-18,전북,0.4,1
2023-10-21,인천,0.03,1
2023-10-22,강원,0.04,1
2023-10-24,남부,0.23,2
2023-10-27,충남,0.27,1
2023-10-29,충남,0.01,1
2023-10-31,전남,0.01,1
2023-11-02,북부,12.5,1
2023-11-03,강원,0.08,1
2023-11-08,충북,0.02,1
2023-11-09,강원,0.05,1
2023-11-09,북부,0.2,1
2023-11-11,경기,0.5,1
2023-11-12,경기,0.01,1
2023-11-12,서부,0.01,1
2023-11-13,경남,0.01,1
2023-11-13,북부,0.13,1
2023-11-13,충남,0.08,1
2023-11-17,경기,0.01,1
2023-11-18,강원,0.03,1
2023-11-20,남부,0.72,1
2023-11-21,강원,0.14,1
2023-11-21,충남,1.85,1
2023-11-23,경북,0.1,1
2023-11-24,부산,0.1,1
2023-11-26,경북,0.09,1
2023-11-26,울산,0.02,2
2023-11-27,경북,0.04,1
2023-11-28,경남,0.21,1
2023-11-30,경북,1.8,2
2023-12-01,강원,0.02,1
2023-12-02,강원,0.02,1
2023-12-03,경기,0.2,1
2023-12-03,경북,0.2,1
2023-12-03,세종,0.05,1
2023-12-03,전북,0.01,1
2023-12-04,강원,0.26,1
2023-12-04,경기,0.22,2
2023-12-07,경남,0.01,1
2023-12-07,남부,0.02,1
2023-12-07,충남,0.03,1
2023-12-07,충북,0.03,1
2023-12-08,전남,0.01,1
2023-12-09,경기,0.01,1
2023-12-09,경북,0.07,1
2023-12-09,충남,0.01,1
2023-12-26,울산,0.3,1
2023-12-27,경남,0.2,1
2023-12-27,경북,0.02,1
2023-12-29,강원,0.05,1
2023-12-29,전남,0.2,1
2024-01-04,대구,0.01,1
2024-01-06,전남,0.02,1
2024-01-07,경남,0.08,1
2024-01-08,부산,0.12,1
2024-01-08,전남,0.1,1
2024-01-12,경북,0.1,1
2024-01-15,전남,0.3,1
2024-01-17,부산,0.060000000000000005,2
2024-01-24,경기,0.02,1
2024-01-24,전남,0.05,1
2024-01-25,중부,0.01,1
2024-01-30,경기,0.5,1
2024-01-30,경북,0.08,1
2024-01-30,부산,0.18,1
2024-01-31,경북,0.05,1
2024-01-31,대구,0.03,1
2024-02-01,충남,0.01,1
2024-02-03,경기,0.01,1
2024-02-04,경기,0.07,1
2024-02-09,경기,0.06,1
2024-02-12,경기,0.2,1
2024-02-12,경남,1.48,1
2024-02-12,전남,0.2,1
2024-02-13,경기,0.13,1
2024-02-13,충북,0.03,1
2024-02-14,경기,3.0,1
2024-02-17,경북,0.3,1
2024-03-01,대구,0.01,1
2024-03-01,인천,0.16,1
2024-03-03,충북,0.16,1
2024-03-04,중부,1.1,1
2024-03-06,경기,0.07,1
2024-03-08,경기,0.01,1
2024-03-09,경기,0.6,2
2024-03-09,경남,0.01,1
2024-03-09,충남,0.21,1
2024-03-09,충북,0.22,1
2024-03-10,경기,0.04,2
2024-03-10,충남,0.29,1
2024-03-10,충북,0.48,1
2024-03-11,충북,0.14,1
2024-03-13,경기,0.2,1
2024-03-13,경남,0.33,2
2024-03-14,세종,0.06,1
2024-03-14,충남,0.07,2
2024-03-15,강원,0.07,1
2024-03-15,경기,0.05,1
2024-03-15,경북,3.5,1
2024-03-15,전북,0.19,1
2024-03-16,경기,0.23,2
2024-03-16,경남,0.15,1
2024-03-16,전북,4.0,1
2024-03-17,경기,0.6,2
2024-03-17,대구,0.06,1
2024-03-17,전남,2.09,1
2024-03-17,전북,0.08,1
2024-03-18,경기,0.39,1
2024-03-18,경남,0.97,1
2024-03-18,북부,2.77,1
2024-03-18,인천,0.08,1
2024-03-18,전북,0.5800000000000001,2
2024-03-19,경기,0.1,2
2024-03-19,전남,0.2,1
2024-03-19,전북,0.05,1
2024-03-20,경기,0.43,1
2024-03-20,경남,0.98,1
2024-03-20,광주,1.15,1
2024-03-20,대구,0.09,1
2024-03-20,대전,0.82,1
2024-03-20,전남,2.0,1
2024-03-20,전북,2.08,3
2024-03-20,충남,0.16,1
2024-03-21,경기,0.34,1
2024-03-21,경남,0.02,1
2024-03-21,충남,0.08,1
2024-03-22,경남,3.31,1
2024-03-22,전북,1.0,1
2024-03-22,중부,0.49,1
2024-03-22,충남,1.64,3
2024-03-23,경기,0.05,1
2024-03-23,충남,0.32,2
2024-03-24,경기,5.17,3
2024-03-24,충남,1.03,1
2024-03-25,충북,0.29,1
2024-03-28,강원,0.09,1
2024-03-29,경북,0.27,1
2024-04-01,강원,0.1,1
2024-04-01,경기,0.65,2
2024-04-01,경북,1.42,1
2024-04-01,북부,1.2,1
2024-04-02,강원,2.4,1
2024-04-02,경기,3.3200000000000003,3
2024-04-02,충북,0.6,1
2024-04-04,경기,0.29000000000000004,2
2024-04-07,강원,1.0,6
2024-04-07,경기,0.45,4
2024-04-07,경북,0.09,1
2024-04-07,대구,0.04,1
2024-04-07,인천,0.08,1
2024-04-07,충북,0.08,1
2024-04-08,경기,0.55,3
2024-04-08,경남,0.14,1
2024-04-09,경기,0.09999999999999999,2
2024-04-12,강원,0.12,1
2024-04-12,경북,0.12,1
2024-04-12,동부,0.2,1
2024-04-12,북부,2.4,1
2024-04-12,전북,0.18,1
2024-04-12,중부,0.06,1
2024-04-13,강원,0.71,1
2024-04-13,경기,4.46,2
2024-04-13,경북,0.6699999999999999,2
2024-04-13,부산,0.01,1
2024-04-13,전북,0.38,1
2024-04-13,충남,0.16999999999999998,3
2024-04-14,강원,0.94,1
2024-04-14,경기,0.16,2
2024-04-14,북부,0.3,1
2024-04-14,전남,0.54,1
2024-04-14,충남,0.11,2
2024-04-18,경기,0.25,1
2024-04-19,강원,1.56,1
2024-04-19,경기,0.11,2
2024-04-22,충북,0.01,1
2024-04-23,경기,0.01,1
2024-04-26,경북,0.26,1
2024-04-27,강원,0.3,1
2024-04-27,부산,0.36,1
2024-04-27,충남,0.03,1
2024-04-28,충남,0.25,2
2024-05-02,경북,0.27,1
2024-05-02,충남,0.07,1
2024-05-03,경북,0.02,1
2024-05-04,강원,1.46,1
2024-05-04,서울,0.28,1
2024-05-04,인천,0.06,1
2024-05-18,대구,0.01,1
2024-05-19,경기,0.13,1
2024-05-19,울산,0.03,1
2024-05-20,전남,0.03,1
2024-05-23,경북,0.05,1
2024-05-24,강원,0.08,1
2024-05-24,전남,0.5,1
2024-05-25,경기,0.01,1
2024-05-28,경북,0.3,1
2024-05-30,경기,0.25,1
2024-05-31,경북,0.01,1
2024-06-01,경기,0.99,1
2024-06-02,경기,0.05,1
2024-06-03,부산,0.05,1
2024-06-05,경기,0.16,1
2024-06-06,북부,0.01,1
2024-06-07,경기,0.03,2
2024-06-09,인천,0.01,1
2024-06-10,인천,0.5900000000000001,2
2024-06-13,남부,0.45,1
2024-06-13,충남,0.06,1
2024-06-14,동부,3.85,1
2024-06-14,충남,0.03,1
2024-06-15,충남,0.2,1
2024-06-17,경북,0.01,1
2024-06-17,충남,0.03,1
2024-06-18,강원,0.17,1
2024-06-18,경기,0.06,1
2024-06-18,광주,3.76,1
2024-06-18,충남,0.01,1
2024-06-19,동부,0.8,1
2024-06-20,강원,0.04,1
2024-06-20,충남,0.09,1
2024-06-21,전북,0.33,1
2024-06-21,충남,0.5,1
2024-06-27,경기,0.05,1
2024-06-28,충남,0.2,1
2024-08-12,경기,0.01,1
2024-08-13,강원,0.01,1
2024-08-14,전남,0.14,1
2024-08-15,경기,0.01,1
2024-08-18,울산,0.2,1
2024-08-25,경북,0.05,1
2024-08-31,경남,0.2,1
2024-09-05,경북,0.05,1
2024-09-05,충남,0.08,1
2024-09-10,경남,0.47,1
2024-09-10,경북,1.66,1
2024-09-10,충남,0.03,1
2024-09-29,전북,0.31,1
2024-10-13,경기,0.01,1
2024-10-13,경남,0.1,1
2024-11-04,경기,0.06,1
2024-11-07,강원,0.2,1
2024-11-07,경기,0.02,1
2024-11-07,충남,0.25,1
2024-11-10,경기,0.08,1
2024-11-11,경기,0.05,1
2024-11-12,북부,0.1,1
2024-11-12,충남,0.09,1
2024-11-15,경기,0.6,1
2024-11-16,경기,0.6,1
2024-11-18,경남,0.3,1
2024-11-18,충북,0.03,1
2024-11-19,경기,0.03,1
2024-11-22,경북,1.11,1
2024-11-22,충남,0.23,1
2024-11-24,경기,0.03,2
2024-11-24,인천,0.02,1
2024-12-04,인천,0.1,1
2024-12-06,경북,0.27,1
2024-12-07,경북,0.06,1
2024-12-09,전남,0.7,1
2024-12-10,경북,0.8,3
2024-12-11,충북,0.16,1
2024-12-12,경기,0.19,1
2024-12-12,울산,2.2,1
2024-12-12,전남,0.23,1
2024-12-14,강원,2.0,1
2024-12-14,경북,0.22,1
2024-12-15,경북,1.0,1
2024-12-17,경기,0.02,1
2024-12-18,강원,0.23,1
2024-12-18,경기,0.13,1
2024-12-19,경기,0.16,1
2024-12-19,경남,1.34,1
2024-12-19,충북,0.05,1
2024-12-20,경기,0.2,1
2024-12-23,강원,0.16,1
2024-12-24,경북,0.46,1
2024-12-26,대구,0.46,1
2024-12-26,전남,0.14,2
2024-12-28,강원,0.27,1
2024-12-29,강원,0.1,1
2024-12-30,경기,0.76,2
2024-12-31,대구,19.79,1
2025-01-01,경북,0.5900000000000001,2
2025-01-01,동부,0.04,1
2025-01-01,충북,1.5899999999999999,2
2025-01-02,경북,0.22,1
2025-01-02,부산,0.02,1
2025-01-02,충북,0.13,1
2025-01-03,경기,0.15000000000000002,2
2025-01-03,북부,0.52,1
2025-01-03,울산,0.5,1
2025-01-03,전남,0.2,1
2025-01-03,전북,0.1,1
2025-01-03,충남,0.03,1
2025-01-04,강원,0.96,1
2025-01-04,경기,0.1,1
2025-01-04,경북,0.3,1
2025-01-04,충남,0.01,1
2025-01-08,경북,0.06,1
2025-01-10,경기,0.01,1
2025-01-11,전남,0.17,1
2025-01-12,강원,0.13,1
2025-01-12,경북,0.3,1
2025-01-12,전남,0.5,1
2025-01-16,경북,0.87,1
2025-01-18,경북,0.35,1
2025-01-18,대구,0.01,1
2025-01-19,전남,0.16,1
2025-01-21,전남,0.32,1
2025-01-23,강원,0.3,1
2025-01-23,전남,0.3,1
2025-01-24,인천,0.06,1
2025-01-24,전북,0.46,1
2025-01-25,강원,0.43,1
2025-01-25,경기,0.58,1
2025-01-25,대구,0.06,1
2025-01-25,서부,0.01,1
2025-01-25,세종,0.07,1
2025-01-25,전남,2.5,1
2025-01-25,전북,0.47,1
2025-01-25,충남,0.6,1
2025-01-26,전남,0.2,1
2025-01-26,충북,0.01,1
2025-02-01,부산,0.22,1
2025-02-03,경기,0.03,1
2025-02-04,강원,0.01,1
2025-02-05,강원,0.53,1
2025-02-06,강원,0.11,1
2025-02-06,인천,0.02,1
2025-02-08,강원,0.07,1
2025-02-09,경북,0.2,1
2025-02-11,북부,0.56,1
2025-02-13,강원,0.07,1
2025-02-14,경남,0.79,1
2025-02-14,충북,0.55,1
2025-02-16,경남,1.22,1
2025-02-16,전북,0.18,1
2025-02-17,북부,0.2,1
2025-02-18,경기,0.47,1
2025-02-18,충남,0.34,2
2025-02-18,충북,1.1,1
2025-02-19,강원,0.05,1
2025-02-19,충남,0.37,2
2025-02-20,경기,0.01,1
2025-02-20,경남,15.24,1
2025-02-20,경북,0.56,1
2025-02-21,강원,24.43,2
2025-02-21,경기,0.26,2
2025-02-21,울산,0.4,1
2025-02-21,전남,1.1,1
2025-02-21,중부,3.06,1
2025-02-21,충북,0.7,1
2025-02-22,강원,0.1,1
2025-02-22,경기,1.01,2
2025-02-22,대전,1.1,1
2025-02-23,경기,0.77,3
2025-02-23,부산,0.09999999999999999,2
2025-02-23,인천,0.6,1
2025-02-24,경기,0.09,1
2025-02-24,경북,1.6400000000000001,3
2025-02-24,충남,0.08,1
2025-02-25,경기,0.29000000000000004,2
2025-02-25,경남,0.18,1
2025-02-25,경북,0.67,1
2025-02-25,대전,0.09,1
2025-02-26,강원,1.0,2
2025-02-26,경기,3.22,2
2025-02-26,인천,0.06,1
2025-02-26,전남,0.25,1
2025-02-26,충북,1.4,1
2025-02-27,강원,0.08,1
2025-02-27,경기,0.6799999999999999,4
2025-02-27,경북,4.45,1
2025-02-27,부산,0.01,1
2025-02-27,전남,2.64,1
2025-02-27,충북,0.38,1
2025-02-28,강원,0.18,1
2025-02-28,경기,0.51,2
2025-02-28,경북,0.3,1
2025-02-28,충남,0.03,1
2025-03-01,경기,0.28,3
2025-03-08,경기,0.35,3
2025-03-08,충남,0.18,2
2025-03-09,경남,0.15,1
2025-03-09,북부,1.2,1
2025-03-09,충북,0.57,1
2025-03-10,강원,0.04,1
2025-03-10,충남,0.87,2
2025-03-11,강원,0.51,1
2025-03-11,경남,7.58,1
2025-03-11,전북,0.19,1
2025-03-11,충남,0.42000000000000004,2
2025-03-12,경남,0.1,1
2025-03-12,경북,0.29,1
2025-03-12,광주,0.1,1
2025-03-13,강원,6.0,1
2025-03-13,경남,1.45,1
2025-03-13,경북,0.6,2
2025-03-13,광주,0.01,1
2025-03-13,부산,0.08,1
2025-03-13,전남,0.75,1
2025-03-14,강원,1.0,1
2025-03-14,경기,3.13,4
2025-03-14,경남,0.45,1
2025-03-14,남부,53.73,1
2025-03-14,부산,2.23,1
2025-03-14,전남,0.85,2
2025-03-14,충남,0.5700000000000001,3
2025-03-15,경기,1.31,3
2025-03-15,과학원,0.26,1
2025-03-15,북부,0.25,1
2025-03-15,인천,0.26,1
2025-03-16,경남,0.33,1
2025-03-16,충남,0.09,1
2025-03-17,경기,0.16,1
2025-03-17,전남,0.16,2
2025-03-17,충남,1.92,2
2025-03-18,울산,0.15,1
2025-03-19,충남,0.32,1
2025-03-20,경기,0.14,2
2025-03-20,경남,39.739999999999995,2
2025-03-20,전남,0.44,1
2025-03-21,강원,0.5,1
2025-03-21,경남,3398.98,2
2025-03-21,대전,0.04,1
2025-03-21,전남,0.1,1
2025-03-21,전북,6.5,1
2025-03-22,강원,0.5,1
2025-03-22,경기,11.42,6
2025-03-22,경남,97.99000000000001,3
2025-03-22,경북,99432.14,6
2025-03-22,광주,0.02,2
2025-03-22,대구,0.36,1
2025-03-22,울산,1117.38,1
2025-03-22,전남,8.999999999999998,4
2025-03-22,전북,9.27,3
2025-03-23,경기,2.4,4
2025-03-23,경남,6.24,1
2025-03-23,경북,5.1899999999999995,2
2025-03-23,수목원,0.45,1
2025-03-23,인천,0.24,1
2025-03-23,전남,0.02,1
2025-03-23,충북,34.25,2
2025-03-24,대구,0.13,1
2025-03-24,전북,2.65,2
2025-03-24,충북,0.14,1
2025-03-25,경기,1.2999999999999998,3
2025-03-25,경남,0.72,2
2025-03-25,경북,9.5,1
2025-03-25,울산,73.31,1
2025-03-25,전북,13.85,1
2025-03-25,충남,1.2,1
2025-03-26,경기,0.44,3
2025-03-26,광주,0.3,1
2025-03-26,대구,2.68,1
2025-03-26,전북,34.84,3
2025-03-26,충남,0.30000000000000004,3
2025-03-26,충북,1.22,1
2025-03-27,경기,0.06,1
2025-03-27,대구,0.04,1
2025-03-29,경남,1.51,1
2025-03-29,북부,0.04,1
2025-03-30,경기,0.07,1
2025-03-30,경남,0.55,1
2025-03-30,전남,1.8,1
2025-03-31,경기,0.21,2
2025-03-31,대구,0.09,1
2025-03-31,전남,0.18,1
2025-03-31,충남,0.2,1
2025-04-01,경기,0.8,2
2025-04-01,경남,12.969999999999999,2
2025-04-01,대구,0.05,1
2025-04-01,전북,4.41,1
2025-04-02,경기,0.17,1
2025-04-02,경남,0.47,1
2025-04-02,부산,0.01,1
2025-04-02,전북,0.45,1
2025-04-02,충남,0.19,1
2025-04-03,강원,0.01,1
2025-04-03,경기,0.98,4
2025-04-03,전남,0.1,1
2025-04-04,경기,2.27,2
2025-04-04,전북,3.2,1
2025-04-04,충북,0.27,1
2025-04-06,강원,0.02,1
2025-04-06,대구,0.25,1
2025-04-06,울산,0.5,1
2025-04-06,전남,0.3,1
2025-04-06,충북,1.11,1
2025-04-07,경기,2.7,2
2025-04-07,경남,83.86,1
2025-04-07,동부,0.01,1
2025-04-07,전남,0.33,1
2025-04-07,충남,0.08,1
2025-04-08,경기,0.07,2
2025-04-08,경남,0.03,2
2025-04-08,경북,9.489999999999998,2
2025-04-08,서부,0.71,1
2025-04-08,충북,1.78,1
2025-04-09,경북,0.68,1
2025-04-10,대구,0.07,1
2025-04-11,강원,0.09,2
2025-04-11,충남,0.31000000000000005,2
2025-04-12,경북,0.2,1
2025-04-12,남부,0.15,1
2025-04-12,부산,0.01,1
2025-04-12,서울,0.01,1
2025-04-16,경남,0.07,1
2025-04-16,울산,0.1,1
2025-04-17,경북,0.62,1
2025-04-19,충남,0.74,2
2025-04-25,강원,0.63,2
2025-04-25,경북,0.02,1
2025-04-26,경남,0.08,2
2025-04-26,경북,0.67,3
2025-04-26,북부,73.0,1
2025-04-26,충남,0.05,1
2025-04-27,강원,0.2,1
2025-04-27,경기,0.03,1
2025-04-27,경북,2.39,2
2025-04-27,울산,0.06,1
2025-04-27,전남,0.05,1
2025-04-27,전북,0.14,1
2025-04-28,경기,0.27,1
2025-04-28,대구,259.6,1
2025-04-28,충남,0.11,1
2025-04-29,경북,0.1,1
2025-04-30,강원,0.16999999999999998,2
2025-04-30,전남,0.16999999999999998,2
2025-04-30,전북,0.29,1
2025-04-30,충남,0.02,1
2025-05-01,경북,0.1,1
2025-05-01,전북,0.08,1
2025-05-01,충남,0.03,1
2025-05-06,동부,0.76,1
2025-05-28,충남,0.01,1
2025-05-29,충남,0.01,1
2025-06-01,경북,0.2,1
2025-06-04,경기,0.15,1
2025-06-04,경남,0.02,1
2025-06-04,서울,0.01,1
2025-06-04,전북,0.1,1
2025-06-04,충남,0.02,1
2025-06-05,전남,0.03,1
2025-06-05,전북,0.1,1
2025-06-06,경기,0.6100000000000001,2
2025-06-07,전남,0.1,1
2025-06-07,전북,0.3,1
2025-06-07,충남,0.01,1
2025-06-08,충남,0.12,1
2025-06-09,전북,0.2,1
2025-06-09,충남,0.06,1
2025-06-10,강원,0.01,1
2025-06-10,충남,0.16,1
2025-06-11,경남,0.01,1
2025-06-11,경북,1.5,2
2025-06-11,충남,0.01,1
2025-06-12,전북,0.3,1
2025-06-12,충남,0.04,1
2025-06-13,경기,0.03,1
2025-06-13,경남,0.04,1
2025-06-14,서울,0.02,1
2025-07-05,충북,3.23,1
2025-07-08,경북,0.23,1
2025-07-10,경남,0.1,1
2025-07-10,전남,0.02,1
2025-07-10,충남,0.11,2
2025-07-11,전남,0.01,1
2025-07-11,전북,0.15,1
2025-07-12,경북,0.14,1
2025-07-25,강원,0.1,1
2025-07-31,경남,0.01,1
2025-08-02,경기,0.17,1
2025-08-12,강원,0.4,1
2025-08-18,경북,0.03,1
2025-08-22,충북,0.27,1
2025-08-25,강원,33.0,1
2025-08-28,동부,0.06,1
2025-08-29,남부,0.34,1
2025-08-31,경북,0.3,1
2025-09-11,경북,0.2,1
